
Error results for RHC
---------------------------
181.124	0.453	0.453
181.287	0.453	0.453
181.124	0.453	0.453
181.123	0.453	0.453
181.123	0.453	0.453
181.292	0.453	0.453
181.011	0.453	0.454
180.739	0.454	0.455
180.711	0.454	0.455
180.711	0.454	0.455
180.710	0.454	0.455
180.558	0.454	0.455
180.558	0.454	0.455
180.558	0.454	0.455
180.831	0.454	0.455
180.536	0.454	0.455
180.533	0.454	0.455
180.525	0.454	0.455
180.489	0.455	0.455
180.806	0.455	0.455
180.503	0.455	0.455
180.410	0.455	0.456
180.410	0.455	0.456
180.394	0.455	0.456
180.394	0.455	0.456
180.394	0.455	0.456
180.394	0.455	0.456
180.394	0.455	0.456
180.400	0.455	0.456
180.379	0.455	0.456
180.379	0.455	0.456
180.193	0.455	0.456
180.068	0.455	0.457
179.687	0.457	0.459
179.686	0.457	0.459
179.365	0.459	0.460
179.332	0.459	0.460
179.304	0.459	0.460
179.294	0.459	0.461
180.433	0.459	0.461
179.294	0.459	0.461
178.049	0.459	0.461
178.047	0.460	0.461
178.054	0.460	0.461
178.046	0.460	0.461
177.804	0.463	0.463
177.521	0.467	0.464
177.511	0.467	0.464
177.511	0.467	0.464
177.584	0.467	0.464
177.485	0.467	0.464
177.456	0.467	0.464
177.463	0.467	0.464
178.005	0.467	0.464
177.456	0.467	0.464
177.456	0.467	0.464
177.456	0.467	0.464
177.456	0.467	0.464
177.458	0.467	0.464
177.455	0.467	0.464
177.455	0.467	0.464
178.794	0.467	0.464
177.279	0.467	0.464
177.279	0.467	0.464
177.272	0.467	0.464
177.272	0.467	0.464
177.272	0.467	0.464
177.244	0.467	0.464
177.236	0.467	0.464
177.236	0.467	0.464
177.215	0.467	0.464
177.220	0.467	0.464
177.215	0.467	0.464
179.192	0.467	0.464
177.216	0.467	0.464
177.215	0.467	0.464
177.215	0.467	0.464
177.219	0.467	0.464
177.220	0.467	0.464
177.217	0.467	0.464
177.215	0.467	0.464
177.222	0.467	0.464
177.169	0.467	0.465
175.271	0.528	0.507
175.271	0.528	0.507
175.271	0.528	0.507
175.271	0.528	0.507
175.276	0.528	0.507
175.271	0.528	0.507
175.197	0.529	0.509
174.628	0.532	0.511
174.628	0.532	0.511
174.627	0.532	0.511
174.629	0.532	0.511
174.621	0.532	0.511
174.623	0.532	0.511
175.082	0.532	0.511
174.581	0.532	0.511
174.589	0.532	0.511
174.244	0.533	0.511
174.244	0.533	0.511
174.313	0.533	0.511
174.244	0.533	0.511
174.240	0.533	0.511
174.240	0.533	0.511
174.322	0.533	0.511
174.242	0.533	0.511
174.240	0.533	0.511
174.259	0.533	0.511
174.240	0.533	0.511
174.282	0.533	0.511
174.204	0.533	0.511
174.260	0.533	0.511
174.204	0.533	0.511
174.204	0.533	0.511
174.200	0.533	0.511
170.327	0.554	0.541
170.341	0.554	0.541
170.358	0.554	0.541
170.327	0.554	0.541
170.327	0.554	0.541
170.327	0.554	0.541
170.327	0.554	0.541
170.316	0.554	0.541
170.486	0.554	0.541
170.265	0.554	0.541
170.263	0.554	0.541
170.264	0.554	0.541
170.263	0.554	0.541
170.263	0.554	0.541
170.491	0.554	0.541
170.263	0.554	0.541
170.100	0.554	0.542
170.100	0.554	0.542
170.073	0.554	0.542
170.119	0.554	0.542
170.048	0.554	0.542
170.052	0.554	0.542
170.048	0.554	0.542
170.048	0.554	0.542
170.017	0.554	0.543
170.017	0.554	0.543
169.959	0.554	0.543
169.959	0.554	0.543
169.959	0.554	0.543
171.238	0.554	0.543
169.959	0.554	0.543
169.958	0.554	0.543
169.957	0.554	0.543
169.957	0.554	0.543
169.957	0.554	0.543
170.454	0.554	0.543
169.957	0.554	0.543
169.985	0.554	0.543
169.957	0.554	0.543
170.056	0.554	0.543
169.963	0.554	0.543
171.856	0.554	0.543
171.284	0.554	0.543
169.962	0.554	0.543
169.769	0.555	0.544
169.856	0.555	0.544
170.188	0.555	0.544
169.769	0.555	0.544
169.527	0.556	0.544
169.495	0.557	0.544
196.616	0.557	0.544
169.495	0.557	0.544
170.380	0.557	0.544
169.494	0.557	0.544
169.494	0.557	0.544
169.492	0.560	0.549
169.492	0.560	0.549
169.120	0.567	0.553
169.358	0.567	0.553
168.886	0.568	0.554
168.882	0.568	0.554
168.997	0.568	0.554
168.882	0.568	0.554
168.692	0.569	0.556
168.561	0.569	0.555
168.674	0.569	0.555
168.561	0.569	0.555
168.627	0.569	0.555
168.561	0.569	0.555
168.594	0.569	0.555
168.579	0.569	0.555
