
Varying the number of nodes in the hidden layer...
---------------------------
1	0.788	0.750
2	0.953	0.891
3	1.000	0.906
4	0.953	0.875
5	0.988	0.938
6	0.788	0.750
7	0.988	0.922
8	1.000	0.922
9	0.788	0.750
10	0.788	0.750
11	0.988	0.875
12	0.953	0.891
13	1.000	0.875
14	1.000	0.953
15	0.953	0.875
16	0.988	0.938
17	1.000	0.938
18	1.000	0.906
19	1.000	0.922
20	1.000	0.922

Error results for RHC
---------------------------
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
8.216	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.933	0.800	0.754
7.801	0.824	0.800
7.801	0.824	0.800
7.801	0.824	0.800
7.801	0.824	0.800
7.801	0.824	0.800
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
7.092	0.788	0.738
6.922	0.788	0.738
6.758	0.788	0.738
6.758	0.788	0.738
6.382	0.788	0.738
6.382	0.788	0.738
6.392	0.788	0.738
6.418	0.788	0.738
6.382	0.788	0.738
6.382	0.788	0.738
6.382	0.788	0.738
6.372	0.788	0.738
6.372	0.788	0.738
7.249	0.788	0.738
6.453	0.788	0.738
6.546	0.788	0.738
6.378	0.788	0.738
6.372	0.788	0.738
6.372	0.788	0.738
6.372	0.788	0.738
6.372	0.788	0.738
6.372	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.495	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.316	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.393	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
7.097	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.554	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.296	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.293	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.331	0.788	0.738
6.292	0.788	0.738
6.544	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.758	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.328	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.350	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.298	0.788	0.738
6.328	0.788	0.738
7.639	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.373	0.788	0.738
6.292	0.788	0.738
6.292	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.373	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.290	0.788	0.738
6.289	0.788	0.738
6.289	0.788	0.738
6.286	0.788	0.738
6.305	0.788	0.738
6.286	0.788	0.738
6.286	0.788	0.738
6.286	0.788	0.738
6.291	0.788	0.738
6.286	0.788	0.738
6.286	0.788	0.738
6.286	0.788	0.738
6.283	0.788	0.738
6.284	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.644	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
7.916	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.374	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.532	0.788	0.738
6.284	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.330	0.788	0.738
6.283	0.788	0.738
6.507	0.788	0.738
6.284	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.284	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.283	0.788	0.738
6.261	0.788	0.738
6.261	0.788	0.738
6.261	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.226	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
7.096	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.348	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.212	0.788	0.738
7.096	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.201	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.103	0.788	0.738
6.038	0.788	0.738
6.038	0.788	0.738
6.038	0.788	0.738
6.156	0.788	0.738
6.038	0.788	0.738
6.038	0.788	0.738
6.038	0.788	0.738
6.038	0.788	0.738
6.248	0.788	0.738
6.036	0.788	0.738
6.036	0.788	0.738
6.036	0.788	0.738
6.015	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.017	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
7.654	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
6.010	0.788	0.738
7.658	0.788	0.738
6.010	0.788	0.738
5.777	0.788	0.738
5.769	0.788	0.738
5.769	0.788	0.738
5.769	0.788	0.738
5.769	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
6.334	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
6.089	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.943	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.769	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
5.766	0.788	0.738
8.141	0.788	0.738
5.766	0.788	0.738
5.709	0.788	0.738
5.803	0.788	0.738
6.918	0.788	0.738
5.709	0.788	0.738
5.709	0.788	0.738
5.947	0.788	0.738
5.856	0.788	0.738
5.709	0.788	0.738
5.709	0.788	0.738
5.709	0.788	0.738
5.709	0.788	0.738
